well	row	ratio	stained	total	time.point	sample	stained_isolate	predator	starting_freq_I7	freq_I7	freq_I6	rel_fitness	freq_I7_previous	replicate
3	G	0.953	1906	2000	0	3	6	YES	0.1	0.04700000000000004	0.953	0	0.04700000000000004	G3
9	G	0.9545	1909	2000	1	3	6	YES	0.1	0.045499999999999985	0.9545	-0.017004007632377718	0.04700000000000004	G3
9	G	0.958	1916	2000	3	3	6	YES	0.1	0.04200000000000004	0.958	-0.04185142123929664	0.045499999999999985	G3
3	G	0.9555	1911	2000	4	3	6	YES	0.1	0.044499999999999984	0.9555	0.030216292589678884	0.04200000000000004	G3
9	G	0.942	1884	2000	5	3	6	YES	0.1	0.05800000000000005	0.942	0.13959165523909542	0.044499999999999984	G3
4	G	0.187	374	2000	0	4	6	NO	0.9	0.813	0.18700000000000006	0	0.813	G4
10	G	0.237	474	2000	1	4	6	NO	0.9	0.763	0.237	-0.15021230127194884	0.813	G4
4	G	0.2065	413	2000	2	4	6	NO	0.9	0.7935	0.20650000000000002	0.0884776187080252	0.763	G4
10	G	0.25	500	2000	3	4	6	NO	0.9	0.75	0.25	-0.12377041944863329	0.7935	G4
4	G	0.19	380	2000	4	4	6	NO	0.9	0.81	0.18999999999999995	0.1756989434189445	0.75	G4
10	G	0.255	510	2000	5	4	6	NO	0.9	0.745	0.255	-0.18894475114243262	0.81	G4
5	G	0.6385	1277	2000	0	5	6	NO	0.5	0.36150000000000004	0.6385	0	0.36150000000000004	G5
11	G	0.7495	1499	2000	1	5	6	NO	0.5	0.25049999999999994	0.7495	-0.2635438815719794	0.36150000000000004	G5
5	G	0.651	1302	2000	2	5	6	NO	0.5	0.349	0.651	0.2362548385057955	0.25049999999999994	G5
11	G	0.689	1378	2000	3	5	6	NO	0.5	0.31100000000000005	0.689	-0.08600531941414097	0.349	G5
5	G	0.6855	1371	2000	4	5	6	NO	0.5	0.3145	0.6855	0.008141967986275114	0.31100000000000005	G5
11	G	0.7225	1445	2000	5	5	6	NO	0.5	0.27749999999999997	0.7225	-0.08886603196911215	0.3145	G5
6	G	0.947	1894	2000	0	6	6	NO	0.1	0.05300000000000005	0.947	0	0.05300000000000005	G6
12	G	0.9525	1905	2000	1	6	6	NO	0.1	0.04749999999999999	0.9525	-0.05767660816315273	0.05300000000000005	G6
6	G	0.956	1912	2000	2	6	6	NO	0.1	0.04400000000000004	0.956	-0.04010394158643915	0.04749999999999999	G6
12	G	0.959	1918	2000	3	6	6	NO	0.1	0.041000000000000036	0.959	-0.03687536452299516	0.04400000000000004	G6
6	G	0.944	1888	2000	4	6	6	NO	0.1	0.05600000000000005	0.944	0.16377226638438952	0.041000000000000036	G6
12	G	0.9325	1865	2000	5	6	6	NO	0.1	0.0675	0.9325	0.09951646088543206	0.05600000000000005	G6
1	H	0.997	1994	2000	0	1	6	NO	0	0.0030000000000000027	0.997	0	0.0030000000000000027	H1
7	H	0.9955	1991	2000	1	1	6	NO	0	0.0044999999999999485	0.9955	0.20348537728286972	0.0030000000000000027	H1
1	H	0.856	1712	2000	2	1	6	NO	0	0.14400000000000002	0.856	1.8083553250811235	0.0044999999999999485	H1
7	H	0.9845	1969	2000	3	1	6	NO	0	0.015499999999999958	0.9845	-1.1844183987941204	0.14400000000000002	H1
1	H	0.57	1140	2000	4	1	6	NO	0	0.43000000000000005	0.57	1.9347213610064973	0.015499999999999958	H1
7	H	0.973	1946	2000	5	1	6	NO	0	0.027000000000000024	0.973	-1.6513480320203437	0.43000000000000005	H1
2	H	0.036	72	2000	0	2	6	NO	0	0.964	0.03600000000000003	0	0.964	H2
8	H	0.009	18	2000	1	2	6	NO	0	0.991	0.009000000000000008	0.7069588004196665	0.964	H2
2	H	0.001	2	2000	2	2	6	NO	0	0.999	0.0010000000000000009	1.1026324108273926	0.991	H2
8	H	0.016	32	2000	3	2	6	NO	0	0.984	0.016000000000000014	-1.3938588019180407	0.999	H2
2	H	0.0135	27	2000	4	2	6	NO	0	0.9865	0.013499999999999956	0.08621823260290915	0.984	H2
8	H	0.015	30	2000	5	2	6	NO	0	0.985	0.015000000000000013	-0.05344109997420579	0.9865	H2
